method_internal_name,method_thesis_name,approach_group,seed,split,attack,epsilon,checkpoint_or_threshold_rule,threshold,source_file,source_type,result_status,TP,FN,FP,TN,Rfall,FAR,precision,F1,accuracy,macro_F1,AUROC,Rfall_at_FAR_005,Rfall_at_FAR_010,Rfall_at_FAR_015,Rfall_at_FAR_020,TP_at_FAR_020,FP_at_FAR_020,F20_reached,notes
optionB_AFAC,AFAC-lowFA,AFAC threshold-swept operating point,42,test,fgsm,0.03,post-hoc fall-score threshold sweep via fall_probability,0.074856,results/safety_guided_defense/variantH_dual_tail_budget/adaptive_lagrangian_far_constrained/optionB/seed42/test_eval/optionB_minFA_fgsm_probabilities_test_epsilon_0_03.csv,per_window_score_csv,post_hoc_threshold_sweep_from_saved_scores,39,6,91,364,0.866667,0.2,0.3,0.445714,0.806,,0.89094,0.377778,0.577778,0.777778,0.866667,39,91,true,"Score column fall_probability; fall-positive class 1. FAR<=0.05: thr=0.210013, TP/FN/FP/TN=17/28/22/433 FAR<=0.10: thr=0.149022, TP/FN/FP/TN=26/19/45/410 FAR<=0.15: thr=0.107353, TP/FN/FP/TN=35/10/67/388 FAR<=0.20: thr=0.074856, TP/FN/FP/TN=39/6/91/364"
optionB_AFAC,AFAC-lowFA,AFAC threshold-swept operating point,42,test,pgd,0.03,post-hoc fall-score threshold sweep via fall_probability,0.093825,results/safety_guided_defense/variantH_dual_tail_budget/adaptive_lagrangian_far_constrained/optionB/seed42/test_eval/optionB_minFA_pgd_probabilities_test_epsilon_0_03.csv,per_window_score_csv,post_hoc_threshold_sweep_from_saved_scores,29,16,89,366,0.644444,0.195604,0.245763,0.355828,0.79,,0.825397,0.044444,0.244444,0.511111,0.644444,29,89,false,"Score column fall_probability; fall-positive class 1. FAR<=0.05: thr=0.258099, TP/FN/FP/TN=2/43/22/433 FAR<=0.10: thr=0.186165, TP/FN/FP/TN=11/34/40/415 FAR<=0.15: thr=0.126424, TP/FN/FP/TN=23/22/64/391 FAR<=0.20: thr=0.093825, TP/FN/FP/TN=29/16/89/366"
optionB_AFAC,AFAC-recall,AFAC threshold-swept operating point,42,test,clean,0,post-hoc fall-score threshold sweep via fall_probability,0.222361,results/safety_guided_defense/variantH_dual_tail_budget/adaptive_lagrangian_far_constrained/optionB/seed42/test_eval/optionB_maxrec_clean_probabilities_test_epsilon_0_03.csv,per_window_score_csv,post_hoc_threshold_sweep_from_saved_scores,44,1,37,418,0.977778,0.081319,0.54321,0.698413,0.924,,0.988083,0.933333,0.977778,0.977778,0.977778,44,37,true,"Score column fall_probability; fall-positive class 1. FAR<=0.05: thr=0.298449, TP/FN/FP/TN=42/3/9/446 FAR<=0.10: thr=0.222361, TP/FN/FP/TN=44/1/37/418 FAR<=0.15: thr=0.222361, TP/FN/FP/TN=44/1/37/418 FAR<=0.20: thr=0.222361, TP/FN/FP/TN=44/1/37/418"
optionB_AFAC,AFAC-recall,AFAC threshold-swept operating point,42,test,fgsm,0.03,post-hoc fall-score threshold sweep via fall_probability,0.182681,results/safety_guided_defense/variantH_dual_tail_budget/adaptive_lagrangian_far_constrained/optionB/seed42/test_eval/optionB_maxrec_fgsm_probabilities_test_epsilon_0_03.csv,per_window_score_csv,post_hoc_threshold_sweep_from_saved_scores,40,5,81,374,0.888889,0.178022,0.330579,0.481928,0.828,,0.900317,0.4,0.666667,0.733333,0.888889,40,81,true,"Score column fall_probability; fall-positive class 1. FAR<=0.05: thr=0.311248, TP/FN/FP/TN=18/27/22/433 FAR<=0.10: thr=0.271198, TP/FN/FP/TN=30/15/44/411 FAR<=0.15: thr=0.23833, TP/FN/FP/TN=33/12/61/394 FAR<=0.20: thr=0.182681, TP/FN/FP/TN=40/5/81/374"
optionB_AFAC,AFAC-recall,AFAC threshold-swept operating point,42,test,pgd,0.03,post-hoc fall-score threshold sweep via fall_probability,0.229193,results/safety_guided_defense/variantH_dual_tail_budget/adaptive_lagrangian_far_constrained/optionB/seed42/test_eval/optionB_maxrec_pgd_probabilities_test_epsilon_0_03.csv,per_window_score_csv,post_hoc_threshold_sweep_from_saved_scores,30,15,80,375,0.666667,0.175824,0.272727,0.387097,0.81,,0.839756,0.2,0.333333,0.577778,0.666667,30,80,false,"Score column fall_probability; fall-positive class 1. FAR<=0.05: thr=0.345284, TP/FN/FP/TN=9/36/21/434 FAR<=0.10: thr=0.298797, TP/FN/FP/TN=15/30/43/412 FAR<=0.15: thr=0.262039, TP/FN/FP/TN=26/19/68/387 FAR<=0.20: thr=0.229193, TP/FN/FP/TN=30/15/80/375"
optionB_AFAC,AFAC-score,AFAC threshold-swept operating point,42,test,clean,0,post-hoc fall-score threshold sweep via fall_probability,0.193988,results/safety_guided_defense/variantH_dual_tail_budget/adaptive_lagrangian_far_constrained/optionB/seed42/test_eval/optionB_maxscore_clean_probabilities_test_epsilon_0_03.csv,per_window_score_csv,post_hoc_threshold_sweep_from_saved_scores,44,1,32,423,0.977778,0.07033,0.578947,0.727273,0.934,,0.989206,0.955556,0.977778,0.977778,0.977778,44,32,true,"Score column fall_probability; fall-positive class 1. FAR<=0.05: thr=0.242365, TP/FN/FP/TN=43/2/15/440 FAR<=0.10: thr=0.193988, TP/FN/FP/TN=44/1/32/423 FAR<=0.15: thr=0.193988, TP/FN/FP/TN=44/1/32/423 FAR<=0.20: thr=0.193988, TP/FN/FP/TN=44/1/32/423"
optionB_AFAC,AFAC-score,AFAC threshold-swept operating point,42,test,fgsm,0.03,post-hoc fall-score threshold sweep via fall_probability,0.112479,results/safety_guided_defense/variantH_dual_tail_budget/adaptive_lagrangian_far_constrained/optionB/seed42/test_eval/optionB_maxscore_fgsm_probabilities_test_epsilon_0_03.csv,per_window_score_csv,post_hoc_threshold_sweep_from_saved_scores,42,3,90,365,0.933333,0.197802,0.318182,0.474576,0.814,,0.915507,0.444444,0.711111,0.844444,0.933333,42,90,true,"Score column fall_probability; fall-positive class 1. FAR<=0.05: thr=0.26551, TP/FN/FP/TN=20/25/22/433 FAR<=0.10: thr=0.221122, TP/FN/FP/TN=32/13/39/416 FAR<=0.15: thr=0.176085, TP/FN/FP/TN=38/7/59/396 FAR<=0.20: thr=0.112479, TP/FN/FP/TN=42/3/90/365"
optionB_AFAC,AFAC-score,AFAC threshold-swept operating point,42,test,pgd,0.03,post-hoc fall-score threshold sweep via fall_probability,0.153246,results/safety_guided_defense/variantH_dual_tail_budget/adaptive_lagrangian_far_constrained/optionB/seed42/test_eval/optionB_maxscore_pgd_probabilities_test_epsilon_0_03.csv,per_window_score_csv,post_hoc_threshold_sweep_from_saved_scores,36,9,91,364,0.8,0.2,0.283465,0.418605,0.8,,0.843907,0.066667,0.266667,0.488889,0.8,36,91,true,"Score column fall_probability; fall-positive class 1. FAR<=0.05: thr=0.336797, TP/FN/FP/TN=3/42/7/448 FAR<=0.10: thr=0.2521, TP/FN/FP/TN=12/33/38/417 FAR<=0.15: thr=0.205302, TP/FN/FP/TN=22/23/67/388 FAR<=0.20: thr=0.153246, TP/FN/FP/TN=36/9/91/364"
bilstm_g1_representation_pivot,BiLSTM representation pivot,BiLSTM representation pivot,42,val,clean,0,fixed argmax via fall_pred_binary,,results/safety_guided_defense/variantG_bilstm_representation_test/seed42/g1_finetune_cleaninit/val_eval/BLF_v2macroF1_clean_probabilities_val_epsilon_0_03.csv,per_window_predictions_csv,derived_from_per_window_predictions,37,7,5,447,0.840909,0.011062,0.880952,0.860465,0.975806,,,,,,,,,true,Derived using fall-positive class 1 from fall_true_binary/fall_pred_binary.
bilstm_g1_representation_pivot,BiLSTM representation pivot,BiLSTM representation pivot,42,val,clean,0,fixed argmax via fall_pred_binary,,results/safety_guided_defense/variantG_bilstm_representation_test/seed42/g1_finetune_cleaninit/val_eval/BLF_v2maxrec_clean_probabilities_val_epsilon_0_03.csv,per_window_predictions_csv,derived_from_per_window_predictions,37,7,9,443,0.840909,0.019912,0.804348,0.822222,0.967742,,,,,,,,,true,Derived using fall-positive class 1 from fall_true_binary/fall_pred_binary.
bilstm_g1_representation_pivot,BiLSTM representation pivot,BiLSTM representation pivot,42,val,clean,0,fixed argmax via fall_pred_binary,,results/safety_guided_defense/variantG_bilstm_representation_test/seed42/g1_finetune_cleaninit/val_eval/BLF_v2safety_clean_probabilities_val_epsilon_0_03.csv,per_window_predictions_csv,derived_from_per_window_predictions,40,4,8,444,0.909091,0.017699,0.833333,0.869565,0.975806,,,,,,,,,true,Derived using fall-positive class 1 from fall_true_binary/fall_pred_binary.
bilstm_g1_representation_pivot,BiLSTM representation pivot,BiLSTM representation pivot,42,val,clean,0,post-hoc fall-score threshold sweep via fall_probability,0.182492,results/safety_guided_defense/variantG_bilstm_representation_test/seed42/g1_finetune_cleaninit/val_eval/BLF_v2macroF1_clean_probabilities_val_epsilon_0_03.csv,per_window_score_csv,post_hoc_threshold_sweep_from_saved_scores,44,0,27,425,1,0.059735,0.619718,0.765217,0.945565,,0.993966,0.977273,1,1,1,44,27,true,"Score column fall_probability; fall-positive class 1. FAR<=0.05: thr=0.22562, TP/FN/FP/TN=43/1/11/441 FAR<=0.10: thr=0.182492, TP/FN/FP/TN=44/0/27/425 FAR<=0.15: thr=0.182492, TP/FN/FP/TN=44/0/27/425 FAR<=0.20: thr=0.182492, TP/FN/FP/TN=44/0/27/425"
bilstm_g1_representation_pivot,BiLSTM representation pivot,BiLSTM representation pivot,42,val,clean,0,post-hoc fall-score threshold sweep via fall_probability,0.231512,results/safety_guided_defense/variantG_bilstm_representation_test/seed42/g1_finetune_cleaninit/val_eval/BLF_v2maxrec_clean_probabilities_val_epsilon_0_03.csv,per_window_score_csv,post_hoc_threshold_sweep_from_saved_scores,44,0,22,430,1,0.048673,0.666667,0.8,0.955645,,0.993162,1,1,1,1,44,22,true,"Score column fall_probability; fall-positive class 1. FAR<=0.05: thr=0.231512, TP/FN/FP/TN=44/0/22/430 FAR<=0.10: thr=0.231512, TP/FN/FP/TN=44/0/22/430 FAR<=0.15: thr=0.231512, TP/FN/FP/TN=44/0/22/430 FAR<=0.20: thr=0.231512, TP/FN/FP/TN=44/0/22/430"
bilstm_g1_representation_pivot,BiLSTM representation pivot,BiLSTM representation pivot,42,val,clean,0,post-hoc fall-score threshold sweep via fall_probability,0.16239,results/safety_guided_defense/variantG_bilstm_representation_test/seed42/g1_finetune_cleaninit/val_eval/BLF_v2safety_clean_probabilities_val_epsilon_0_03.csv,per_window_score_csv,post_hoc_threshold_sweep_from_saved_scores,44,0,37,415,1,0.081858,0.54321,0.704,0.925403,,0.990245,0.977273,1,1,1,44,37,true,"Score column fall_probability; fall-positive class 1. FAR<=0.05: thr=0.212141, TP/FN/FP/TN=43/1/16/436 FAR<=0.10: thr=0.16239, TP/FN/FP/TN=44/0/37/415 FAR<=0.15: thr=0.16239, TP/FN/FP/TN=44/0/37/415 FAR<=0.20: thr=0.16239, TP/FN/FP/TN=44/0/37/415"
bilstm_g1_representation_pivot,BiLSTM representation pivot,BiLSTM representation pivot,42,val,fgsm,0.03,fixed argmax via fall_pred_binary,,results/safety_guided_defense/variantG_bilstm_representation_test/seed42/g1_finetune_cleaninit/val_eval/BLF_v2macroF1_fgsm_probabilities_val_epsilon_0_03.csv,per_window_predictions_csv,derived_from_per_window_predictions,4,40,35,417,0.090909,0.077434,0.102564,0.096386,0.84879,,,,,,,,,false,Derived using fall-positive class 1 from fall_true_binary/fall_pred_binary.
bilstm_g1_representation_pivot,BiLSTM representation pivot,BiLSTM representation pivot,42,val,fgsm,0.03,fixed argmax via fall_pred_binary,,results/safety_guided_defense/variantG_bilstm_representation_test/seed42/g1_finetune_cleaninit/val_eval/BLF_v2maxrec_fgsm_probabilities_val_epsilon_0_03.csv,per_window_predictions_csv,derived_from_per_window_predictions,5,39,72,380,0.113636,0.159292,0.064935,0.082645,0.77621,,,,,,,,,false,Derived using fall-positive class 1 from fall_true_binary/fall_pred_binary.
bilstm_g1_representation_pivot,BiLSTM representation pivot,BiLSTM representation pivot,42,val,fgsm,0.03,fixed argmax via fall_pred_binary,,results/safety_guided_defense/variantG_bilstm_representation_test/seed42/g1_finetune_cleaninit/val_eval/BLF_v2safety_fgsm_probabilities_val_epsilon_0_03.csv,per_window_predictions_csv,derived_from_per_window_predictions,5,39,25,427,0.113636,0.05531,0.166667,0.135135,0.870968,,,,,,,,,false,Derived using fall-positive class 1 from fall_true_binary/fall_pred_binary.
bilstm_g1_representation_pivot,BiLSTM representation pivot,BiLSTM representation pivot,42,val,fgsm,0.03,post-hoc fall-score threshold sweep via fall_probability,0.145617,results/safety_guided_defense/variantG_bilstm_representation_test/seed42/g1_finetune_cleaninit/val_eval/BLF_v2macroF1_fgsm_probabilities_val_epsilon_0_03.csv,per_window_score_csv,post_hoc_threshold_sweep_from_saved_scores,18,26,90,362,0.409091,0.199115,0.166667,0.236842,0.766129,,0.776146,0,0.068182,0.204545,0.409091,18,90,false,"Score column fall_probability; fall-positive class 1. FAR<=0.05: thr=0.47815, TP/FN/FP/TN=0/44/1/451 FAR<=0.10: thr=0.245374, TP/FN/FP/TN=3/41/40/412 FAR<=0.15: thr=0.194725, TP/FN/FP/TN=9/35/64/388 FAR<=0.20: thr=0.145617, TP/FN/FP/TN=18/26/90/362"
bilstm_g1_representation_pivot,BiLSTM representation pivot,BiLSTM representation pivot,42,val,fgsm,0.03,post-hoc fall-score threshold sweep via fall_probability,0.221482,results/safety_guided_defense/variantG_bilstm_representation_test/seed42/g1_finetune_cleaninit/val_eval/BLF_v2maxrec_fgsm_probabilities_val_epsilon_0_03.csv,per_window_score_csv,post_hoc_threshold_sweep_from_saved_scores,9,35,90,362,0.204545,0.199115,0.090909,0.125874,0.747984,,0.74638,0,0.090909,0.090909,0.204545,9,90,false,"Score column fall_probability; fall-positive class 1. FAR<=0.05: thr=0.539622, TP/FN/FP/TN=0/44/1/451 FAR<=0.10: thr=0.306381, TP/FN/FP/TN=4/40/38/414 FAR<=0.15: thr=0.306381, TP/FN/FP/TN=4/40/38/414 FAR<=0.20: thr=0.221482, TP/FN/FP/TN=9/35/90/362"
bilstm_g1_representation_pivot,BiLSTM representation pivot,BiLSTM representation pivot,42,val,fgsm,0.03,post-hoc fall-score threshold sweep via fall_probability,0.148626,results/safety_guided_defense/variantG_bilstm_representation_test/seed42/g1_finetune_cleaninit/val_eval/BLF_v2safety_fgsm_probabilities_val_epsilon_0_03.csv,per_window_score_csv,post_hoc_threshold_sweep_from_saved_scores,18,26,89,363,0.409091,0.196903,0.168224,0.238411,0.768145,,0.757844,0.022727,0.068182,0.204545,0.409091,18,89,false,"Score column fall_probability; fall-positive class 1. FAR<=0.05: thr=0.301058, TP/FN/FP/TN=1/43/9/443 FAR<=0.10: thr=0.256926, TP/FN/FP/TN=3/41/36/416 FAR<=0.15: thr=0.198149, TP/FN/FP/TN=9/35/62/390 FAR<=0.20: thr=0.148626, TP/FN/FP/TN=18/26/89/363"
bilstm_g1_representation_pivot,BiLSTM representation pivot,BiLSTM representation pivot,42,val,pgd,0.03,fixed argmax via fall_pred_binary,,results/safety_guided_defense/variantG_bilstm_representation_test/seed42/g1_finetune_cleaninit/val_eval/BLF_v2macroF1_pgd_probabilities_val_epsilon_0_03.csv,per_window_predictions_csv,derived_from_per_window_predictions,2,42,38,414,0.045455,0.084071,0.05,0.047619,0.83871,,,,,,,,,false,Derived using fall-positive class 1 from fall_true_binary/fall_pred_binary.
bilstm_g1_representation_pivot,BiLSTM representation pivot,BiLSTM representation pivot,42,val,pgd,0.03,fixed argmax via fall_pred_binary,,results/safety_guided_defense/variantG_bilstm_representation_test/seed42/g1_finetune_cleaninit/val_eval/BLF_v2maxrec_pgd_probabilities_val_epsilon_0_03.csv,per_window_predictions_csv,derived_from_per_window_predictions,4,40,73,379,0.090909,0.161504,0.051948,0.066116,0.772177,,,,,,,,,false,Derived using fall-positive class 1 from fall_true_binary/fall_pred_binary.
bilstm_g1_representation_pivot,BiLSTM representation pivot,BiLSTM representation pivot,42,val,pgd,0.03,fixed argmax via fall_pred_binary,,results/safety_guided_defense/variantG_bilstm_representation_test/seed42/g1_finetune_cleaninit/val_eval/BLF_v2safety_pgd_probabilities_val_epsilon_0_03.csv,per_window_predictions_csv,derived_from_per_window_predictions,3,41,36,416,0.068182,0.079646,0.076923,0.072289,0.844758,,,,,,,,,false,Derived using fall-positive class 1 from fall_true_binary/fall_pred_binary.
bilstm_g1_representation_pivot,BiLSTM representation pivot,BiLSTM representation pivot,42,val,pgd,0.03,post-hoc fall-score threshold sweep via fall_probability,0.160894,results/safety_guided_defense/variantG_bilstm_representation_test/seed42/g1_finetune_cleaninit/val_eval/BLF_v2macroF1_pgd_probabilities_val_epsilon_0_03.csv,per_window_score_csv,post_hoc_threshold_sweep_from_saved_scores,11,33,83,369,0.25,0.183628,0.117021,0.15942,0.766129,,0.725714,0,0,0.113636,0.25,11,83,false,"Score column fall_probability; fall-positive class 1. FAR<=0.05: thr=0.543669, TP/FN/FP/TN=0/44/1/451 FAR<=0.10: thr=0.543669, TP/FN/FP/TN=0/44/1/451 FAR<=0.15: thr=0.199468, TP/FN/FP/TN=5/39/64/388 FAR<=0.20: thr=0.160894, TP/FN/FP/TN=11/33/83/369"
bilstm_g1_representation_pivot,BiLSTM representation pivot,BiLSTM representation pivot,42,val,pgd,0.03,post-hoc fall-score threshold sweep via fall_probability,0.260799,results/safety_guided_defense/variantG_bilstm_representation_test/seed42/g1_finetune_cleaninit/val_eval/BLF_v2maxrec_pgd_probabilities_val_epsilon_0_03.csv,per_window_score_csv,post_hoc_threshold_sweep_from_saved_scores,4,40,67,385,0.090909,0.14823,0.056338,0.069565,0.784274,,0.691623,0,0,0.090909,0.090909,4,67,false,"Score column fall_probability; fall-positive class 1. FAR<=0.05: thr=0.605073, TP/FN/FP/TN=0/44/1/451 FAR<=0.10: thr=0.605073, TP/FN/FP/TN=0/44/1/451 FAR<=0.15: thr=0.260799, TP/FN/FP/TN=4/40/67/385 FAR<=0.20: thr=0.260799, TP/FN/FP/TN=4/40/67/385"
bilstm_g1_representation_pivot,BiLSTM representation pivot,BiLSTM representation pivot,42,val,pgd,0.03,post-hoc fall-score threshold sweep via fall_probability,0.160513,results/safety_guided_defense/variantG_bilstm_representation_test/seed42/g1_finetune_cleaninit/val_eval/BLF_v2safety_pgd_probabilities_val_epsilon_0_03.csv,per_window_score_csv,post_hoc_threshold_sweep_from_saved_scores,10,34,86,366,0.227273,0.190265,0.104167,0.142857,0.758065,,0.710428,0,0.022727,0.090909,0.227273,10,86,false,"Score column fall_probability; fall-positive class 1. FAR<=0.05: thr=0.513778, TP/FN/FP/TN=0/44/1/451 FAR<=0.10: thr=0.279488, TP/FN/FP/TN=1/43/32/420 FAR<=0.15: thr=0.209772, TP/FN/FP/TN=4/40/65/387 FAR<=0.20: thr=0.160513, TP/FN/FP/TN=10/34/86/366"
dual_specialist_gate_A1,Dual-specialist gate,Dual-specialist gate,42,test,adaptive_gate_pgd,0.03,reported fixed argmax/checkpoint,,results/safety_guided_defense/dual_specialist_safety_gate/A1/seed42/metrics_adaptive_gate_pgd_eps003.csv,reported_metrics_table,direct_reported_counts,21,24,112,343,0.466667,0.246154,0.157895,0.235955,0.728,,,,,,,,,false,
dual_specialist_gate_A1,Dual-specialist gate,Dual-specialist gate,42,test,clean,0,fixed argmax via fall_pred_binary,,results/safety_guided_defense/dual_specialist_safety_gate/A1/seed42/probabilities/B_G1lowFA_clean_probabilities_test_epsilon_0_03.csv,per_window_predictions_csv,derived_from_per_window_predictions,40,5,8,447,0.888889,0.017582,0.833333,0.860215,0.974,,,,,,,,,true,Derived using fall-positive class 1 from fall_true_binary/fall_pred_binary.
dual_specialist_gate_A1,Dual-specialist gate,Dual-specialist gate,42,test,clean,0,fixed argmax via fall_pred_binary,,results/safety_guided_defense/dual_specialist_safety_gate/A1/seed42/probabilities/B_optBminFA_clean_probabilities_test_epsilon_0_03.csv,per_window_predictions_csv,derived_from_per_window_predictions,41,4,15,440,0.911111,0.032967,0.732143,0.811881,0.962,,,,,,,,,true,Derived using fall-positive class 1 from fall_true_binary/fall_pred_binary.
dual_specialist_gate_A1,Dual-specialist gate,Dual-specialist gate,42,test,clean,0,fixed argmax via fall_pred_binary,,results/safety_guided_defense/dual_specialist_safety_gate/A1/seed42/probabilities/R_G1maxrec_clean_probabilities_test_epsilon_0_03.csv,per_window_predictions_csv,derived_from_per_window_predictions,44,1,24,431,0.977778,0.052747,0.647059,0.778761,0.95,,,,,,,,,true,Derived using fall-positive class 1 from fall_true_binary/fall_pred_binary.
dual_specialist_gate_A1,Dual-specialist gate,Dual-specialist gate,42,test,clean,0,post-hoc fall-score threshold sweep via fall_probability,0.068184,results/safety_guided_defense/dual_specialist_safety_gate/A1/seed42/probabilities/B_G1lowFA_clean_probabilities_test_epsilon_0_03.csv,per_window_score_csv,post_hoc_threshold_sweep_from_saved_scores,45,0,75,380,1,0.164835,0.375,0.545455,0.85,,0.993993,0.955556,0.977778,0.977778,1,45,75,true,"Score column fall_probability; fall-positive class 1. FAR<=0.05: thr=0.263199, TP/FN/FP/TN=43/2/6/449 FAR<=0.10: thr=0.168544, TP/FN/FP/TN=44/1/31/424 FAR<=0.15: thr=0.168544, TP/FN/FP/TN=44/1/31/424 FAR<=0.20: thr=0.068184, TP/FN/FP/TN=45/0/75/380"
dual_specialist_gate_A1,Dual-specialist gate,Dual-specialist gate,42,test,clean,0,post-hoc fall-score threshold sweep via fall_probability,0.131096,results/safety_guided_defense/dual_specialist_safety_gate/A1/seed42/probabilities/B_optBminFA_clean_probabilities_test_epsilon_0_03.csv,per_window_score_csv,post_hoc_threshold_sweep_from_saved_scores,44,1,39,416,0.977778,0.085714,0.53012,0.6875,0.92,,0.987253,0.955556,0.977778,0.977778,0.977778,44,39,true,"Score column fall_probability; fall-positive class 1. FAR<=0.05: thr=0.2036, TP/FN/FP/TN=43/2/15/440 FAR<=0.10: thr=0.131096, TP/FN/FP/TN=44/1/39/416 FAR<=0.15: thr=0.131096, TP/FN/FP/TN=44/1/39/416 FAR<=0.20: thr=0.131096, TP/FN/FP/TN=44/1/39/416"
